,Country,Population_Growth_Rate,Exports of goods and services_Growth_Rate,Imports of goods and services_Growth_Rate,Gross capital formation_Growth_Rate,Final consumption expenditure_Growth_Rate,Government_Expenditure_Growth_Rate,GDP_Growth_Rate
111,Andorra,3.09812081196652,24.488238727244102,24.6113544726182,20.482925212308103,14.621376467555198,14.87633422539978,15.8421202749897
112,Andorra,1.9371345029239802,9.57518575370059,5.038464983983321,2.4935043329441897,2.98460344198492,3.0950318440032154,3.84122085885221
113,Andorra,0.8340218560493929,7.5013240409226,5.94522053302144,-1.87523366541152,-4.45739689725375,-6.1946636390377785,-3.5438399349367704
114,Andorra,0.779196685322047,4.3799334777398595,6.931680641642441,8.62643851578437,1.74089937408039,1.7532076103217609,2.6517615067163103
115,Andorra,0.7194796428680921,3.2790413126462,8.94696686988682,9.187135468413741,2.12085466316533,1.8928667556724619,2.30093817189029
116,Andorra,0.67321605361359,-1.26259538682406,1.5066499913579,-4.9752981901324,-9.00447756751152,-9.411401005199204,-8.908482793501882
117,Andorra,2.60677489144742,5.588653389316111,3.49681620990918,7.5111993010593405,7.538352367494251,7.255248264286608,8.2480700662664
118,Andorra,4.46623414921851,8.18830246376616,7.525313548885701,14.481954435390302,12.7554625950806,14.062466647601426,13.5159244839549
119,Andorra,4.31622182387896,29.8046765966925,31.1430029316885,38.6191927220899,33.4103342913955,35.721941794059504,34.490044372024606
120,Andorra,4.09433477207841,21.5487599169903,28.212146338023896,26.071372520063502,23.755416609497104,25.452914409855488,22.586322011466102
121,Andorra,3.7604149064770698,7.28774657313897,11.661343360049901,13.397846380765701,9.148826967918119,10.180652901865782,9.146291865587589
122,Andorra,0.49482624708740897,10.528611573207,13.614987800462199,13.7664568782029,8.964356573748391,9.562392970643009,9.38119871113396
123,Andorra,-2.55918026451926,17.7227478885291,17.4117766177736,13.893995948799901,14.6692917431755,16.629192456076282,14.3546414937799
124,Andorra,-2.7031521850373594,1.9394696466638701,-1.19281448415379,-3.3747850586886603,4.671606901355459,9.899227452562819,3.3748756893363194
125,Andorra,-2.8965879955295497,-19.0659475073255,-29.1086874613961,-26.3534921693507,-8.55639878195334,-1.3952257470083107,-10.0738908358594
126,Andorra,-3.1590207441910803,5.56006184998119,5.73324383597677,-10.221625322237001,-4.79997069555927,-6.2260012424861895,-6.195131624786691
127,Andorra,-1.33111480865224,19.6792545840885,14.053618695513599,-3.00323870689828,5.733172546405769,5.3571464856915,5.15935712781461
128,Andorra,0.6320234670596829,-6.2973513760639594,-11.621194981274801,-21.15396615719,-11.6306708061748,-14.972798965293364,-12.0173697691201
129,Andorra,0.498500274597613,4.882570677111099,-1.12709415098571,-6.5366663205752396,-0.683889584877339,-0.23666926425162105,0.118311468621401
130,Andorra,0.355906791654403,3.94341027911511,7.08652832943303,6.40855337432186,2.5300230629212703,1.1343981583852971,2.3407657634519903
131,Andorra,0.174529816673874,-14.2829175661072,-14.079446635876,-9.43278047496813,-15.764403679331698,-15.316811170462262,-14.647312814453098
132,Andorra,1.10668190561147,4.573956098393951,1.43763552857905,2.4638226469908,2.8616331562736703,1.5806473222910402,3.79697501649147
133,Andorra,1.78797904604355,7.5265258280069895,9.36579345572381,7.279080114217,3.2746616099552406,1.271998937471941,3.6451446668412406
134,Andorra,1.5926974281186899,7.3191913876506,10.3488456008354,13.1749640632048,7.026716851550111,7.56783429440735,7.274919158692599
135,Andorra,1.77302600882514,-2.63012531253051,-3.3650898375976603,-0.233620035741988,-2.7141292606354703,-1.1928856901086693,-1.96579547398808
136,Andorra,1.77750415886197,-19.152594081098602,-15.8927315851464,-10.266135410838599,-6.071879744776401,7.040694217678101,-8.372159958299969
137,Andorra,1.7168597168597002,30.4337218214629,31.0883165402183,17.4945092250975,14.3069413794968,11.850223722856025,15.000012104818198
138,Angola,3.0383764156638398,2.38304972730885,2.66220679821627,2.72638489757715,2.40505972900804,2.5286946667352432,2.36332930145803
140,Angola,3.3544072797420497,22.168997745959803,22.622991051344105,22.4159151990398,22.467477853653303,22.68661693357734,22.2839418812092
141,Angola,3.40918453748195,12.166831810927501,12.349195092554801,12.0924937107761,12.273529380905002,13.169633694114944,12.1740586326796
142,Angola,3.38433227578003,-26.850665683716397,-28.023314542706498,-27.1500826462163,-26.648903864043998,-27.990438937301782,-26.293546729320997
143,Angola,3.32826037405478,-2.26362399783888,-2.3713402354310698,-3.68065164627039,-4.11521880541793,-4.145561123997776,-4.01516545248695
144,Angola,3.3730895940154904,8.19974989943075,10.9852880835818,11.931071000534999,9.73112266336786,11.39329296799958,9.12651366017667
145,Angola,3.4571170124183,10.802689954653001,11.767075009728698,10.3114083197242,12.3140685060848,12.832286112467914,11.5384615632513
146,Angola,3.49514063402727,11.5161680937256,10.546338676651,9.95735413111775,10.7950276768639,15.059047006999315,11.034482756485698
147,Angola,3.5660975495131297,26.9320306927737,13.3196450337085,24.102922172066002,28.5049789988175,9.731948236364962,32.91925459108
148,Angola,3.61834693129583,7.950223377041451,17.304725897909602,1.51711471023372,-4.68441762039095,5.227577634775727,-6.4078938922930195
149,Angola,3.65749374642079,-12.900155347057801,1.6612974283734798,13.449993300780099,3.86617320558766,13.233403480915197,0.0
150,Angola,3.68335085846311,4.56683167204494,-2.6566051724327595,-13.5020222195207,5.6506900170186105,1.172466052151222,4.213301083602491
151,Angola,3.6758194475690495,12.495423754356198,2.16034662414819,5.7108432983920805,1.1375317712834299,22.05607897273281,6.00126157853184
152,Angola,3.66947322759636,11.980192770085402,7.831446327206381,-5.70125162344482,28.721933611119198,8.35619659846969,23.201437296125
153,Angola,3.63019515033216,-34.416429946384696,-15.604149309461,-4.3749315723082995,1.89203534119746,8.348386099115878,-6.15335927188244
154,Angola,3.49847966247325,64.2067503361762,16.6807483484882,16.707651735524003,1.95924617913445,6.072774766875,15.151923845973698
155,Angola,3.42436925481133,8.09392300743041,6.44288117286726,-14.712728129622299,12.9366720487635,7.899520254638138,7.961508002006121
156,Angola,3.42882505213937,19.8718764141961,4.1934596255617205,-2.61993689420285,14.4192234836168,2.0975566684152014,16.3687197298024
157,Angola,3.40172269797154,27.0846586898619,13.9923517411132,6.077054775173839,4.92771693070737,8.943613911250914,10.4695445038631
158,Angola,10.226299934109,36.587207988414995,129.400411696072,-5.8089986576872095,1.0952181705478001,43.99186269370831,-1.4179518928851398
159,Angola,3.25013211108529,62.9726353541667,40.9223245343195,53.106233811779795,-7.6315478755296695,-0.8810902912234297,2.91489505671274
160,Angola,30.1151289875948,-26.2492541593333,-29.8933894897466,102.6822067957,-0.779816177838832,-47.388498297493115,10.2799644772516
161,Angola,3.4722435121118798,10.8909438798704,19.827155646211,16.3718981110009,24.5444931481884,33.12376340026213,16.5326410549623
162,Angola,3.56858748306558,42.1010130357555,20.539090500146898,34.1422000120372,14.0996795063257,-13.410520567425356,32.2204928701432
163,Angola,3.62170088367106,76.1889140370796,42.61513450566721,40.0189799054305,34.6781903192259,75.8070856271138,56.975229729352705
164,Angola,3.65730553439549,37.2308610200314,7.499091327991951,19.8005839337596,31.0719042222328,35.60654235296757,41.6818529250815
165,Angola,3.7066332578460495,33.3118189270051,60.57868739703879,37.5925895104016,30.5761998279651,26.184784298363148,24.5993479054117
166,Angola,3.73911915646358,44.7854228689114,65.1689871477632,62.405789605317494,33.0113384615692,46.8130644303261,35.6573115420891
167,Angola,3.76253911551249,-35.621589695559,3.4458171207907005,10.3860768325038,8.135251905791941,-6.027178953277677,-20.591536691978
168,Angola,3.8054176544408898,24.8415517022025,-20.3126927802268,-21.513700149818302,1.40021663899498,2.0818582696536803,19.190476949618798
169,Angola,3.8303326223448395,31.5088025248911,23.163222116906,25.0136265794722,31.8315727173871,42.74391122756498,33.6523823657145
170,Angola,3.8302351640173398,5.61785691532366,4.48791508396426,15.6023623049455,16.816217499283198,12.077957726863842,14.2857142857142
171,Angola,3.80617312202034,-3.1503424953470294,7.37042563980658,4.66025816049406,18.6340077129718,29.373799618408786,7.03125
172,Angola,3.75314538928783,-6.1262749400246,2.36778877590053,12.1194545110796,12.470536257688902,-11.389351827848929,6.569343065693429
173,Angola,3.68391177092795,-46.9138283513372,-23.7204938867682,-0.8245296159191999,-11.657922516394802,-27.102250593611394,-20.547945205479397
174,Angola,3.6512911941923796,-17.7375598725855,-33.6890573254216,-30.7504274284644,-12.051614428531499,-26.486092074240734,-12.931034482758601
175,Angola,3.6147871087609498,24.5437191745068,11.2330594674594,7.07944850557538,21.132608474012102,12.546039158463815,20.7920792079207
176,Angola,3.52516837242657,16.8486988475057,-8.83809676981727,-38.5411148466515,-20.892795596996397,-32.79862814854341,-17.2131147540983
177,Angola,3.4535752644256603,-18.064715223641898,-45.2802825941417,-18.6946989843585,-28.1600017738933,-32.661871154992035,-17.686392496039602
178,Angola,3.32234557725097,-42.338466671896704,-34.405145165494,-20.9524715038395,-32.3563278929664,-25.079666042480568,-34.0591441377461
179,Angola,3.21668172468234,59.021265862490104,23.4158217024343,27.147121452849497,9.680908010449471,4.785876512125453,28.660805027509
180,Argentina,1.60759983155116,11.927768927322301,0.99955804142271,-7.62746814283882,-6.193508318408849,-13.717878542912931,-5.7697889018703306
182,Argentina,1.6568374967913002,15.7076272570844,-9.78053866366151,0.62384094914194,12.2967314855363,38.63099365193376,12.607944939056999
183,Argentina,1.71525145612085,3.67709869572752,26.133178560025602,14.753371715773401,13.9831298315618,30.502723565954806,12.5043456130387
184,Argentina,1.6731163688261799,-9.671805475753391,2.80239947088858,43.3406071121786,-1.2941746275802501,3.0688522836380683,6.43927050227326
185,Argentina,1.6026668874155199,65.9804711958252,4.11636207072654,8.49807716232058,-1.07760220389138,-21.154040467666317,5.879103090830751
186,Argentina,1.61095039884928,17.9818943261393,39.520537931316795,13.0844458878554,14.6784872570287,8.23758664185743,12.564911485367
187,Argentina,1.6184194075117702,-6.571491892933429,-19.360476169423197,-9.02207570221416,6.8466270580651996,27.50693935308348,3.5860583141493
188,Argentina,1.61353808155499,-12.742007126157201,28.8375451465912,9.52884571373204,24.039499100237602,15.086217610988538,15.8958618757509
189,Argentina,1.59754516853782,-13.6450734906611,16.4690003517277,11.3977996898607,13.5459666232972,26.86161884965053,10.617512861751901
190,Argentina,1.5931673096863401,41.461395382080795,17.7823835948149,-7.05034230196133,5.69088528610373,5.203856643754712,3.53263539117585
191,Argentina,1.58572751458179,35.090175600859,-9.021466672164381,-1.40755466854747,0.0676831962721502,-0.4172367291908841,2.8217134170406197
192,Argentina,1.57099449907307,8.954428047669632,-3.1710298093829103,3.8565605035873105,8.34955958952297,7.377404129498721,8.19020674659494
193,Argentina,1.54902773541205,-12.3425237258055,-13.8602592671229,1.02140336691047,7.655706797318571,8.427356403341978,5.68555513800761
194,Argentina,1.52491283159601,48.421130730047,26.597919459570498,-15.432676174789,-4.329887874388411,1.2904823449510159,-4.01362512382075
195,Argentina,1.5228061361545402,-16.472867155076898,21.0745896507655,19.2342770246118,25.9600628100316,16.83668452683893,20.381144726202603
196,Argentina,1.52244710817752,-0.860628513312478,23.1177947927438,15.0949679663775,2.07173969160889,1.4727912150125366,2.60869565217392
197,Argentina,1.5195160065110502,41.1791633587916,-4.37972916275995,11.159812963307099,13.879311590637801,10.156415548174502,16.9491525423728
198,Argentina,1.49877604826031,-17.2642975821417,-36.036240989355505,-49.73500946830529,-39.8106660403669,-33.986906262341535,-39.822856049275295
199,Argentina,1.46705973052219,46.347816284481105,29.8390273235258,66.4232105099969,90.5302676375852,80.42554051071184,84.2386626194416
200,Argentina,1.43425123929699,-0.578285456061122,76.13588040909741,40.341941657606604,39.1999999999999,31.937164737053443,34.640522875817
201,Argentina,1.3971041839452498,3.6770985097955604,61.369377248502204,37.6125044862297,22.4137931034482,17.728895570330923,20.388349514563
202,Argentina,1.3672280249050501,9.14333926677009,18.591075867587897,18.069056089999897,1.40845070422535,29.411684226018014,3.6290322580645196
203,Argentina,1.35613702433696,18.492066269688,23.8754891256081,13.887125580450899,9.72222222222223,6.236898393974878,8.56031128404668
204,Argentina,1.3262722371411202,28.898831055618,-4.6550490886414,-9.8970148652379,-1.2658227848101202,1.3910872800946494,0.35842293906809203
205,Argentina,1.26838723966702,13.633261447331801,15.796293401690303,6.32993637741479,4.27350427350428,-1.2179771056988864,5.35714285714286
206,Argentina,1.20547242417086,8.9919044859738,24.118635706455603,15.2929678647584,8.196721311475411,3.8419374410080027,7.79661016949153
207,Argentina,1.1649104808578201,0.6751076700993951,3.3506442818221402,5.05590356685132,2.2727272727272703,5.741649819758977,1.8867924528301798
208,Argentina,1.15870543571992,-10.517644490886301,-15.270267123042,-14.2986635518446,-2.59259259259259,4.164468043965931,-5.24691358024691
209,Argentina,1.1397229331457,11.7965853478671,0.3546716223227879,-9.89503444889142,-0.760456273764254,0.6855321428991701,0.32573289902280106
210,Argentina,1.1052345440642801,-0.552503922601255,-16.5592522888772,-17.2126669830076,-5.3639846743295,-2.9042360708259496,-5.51948051948052
211,Argentina,1.07932144862661,-8.8326521853762,-52.4143777825901,-67.98130497416311,-66.14887300040479,-67.19334129914843,-61.8556701030927
212,Argentina,1.03770808879961,14.533987573517,40.9093847515528,60.735943786798494,27.971627228831302,18.727882580952087,26.126126126126103
213,Argentina,1.02050871614427,21.6406058930409,52.8430933315944,49.6132923057613,16.822429906542002,14.983387638717096,18.5714285714285
214,Argentina,1.03883503380866,17.8442861432879,24.198807516400198,30.1041420450135,20.799999999999898,32.068015026782646,21.0843373493975
