CountryID,Country,Year,AMA exchange rate,IMF based exchange rate,Population,Currency,Per capita GNI,"Agriculture, hunting, forestry, fishing (ISIC A-B)",Changes in inventories,Construction (ISIC F),Exports of goods and services,Final consumption expenditure,General government final consumption expenditure,Gross capital formation,Gross fixed capital formation (including Acquisitions less disposals of valuables),Household consumption expenditure (including Non-profit institutions serving households),Imports of goods and services,Manufacturing (ISIC D),"Mining, Manufacturing, Utilities (ISIC C-E)",Other Activities (ISIC J-P),Total Value Added,"Transport, storage and communication (ISIC I)","Wholesale, retail trade, restaurants and hotels (ISIC G-H)",Gross National Income(GNI) in USD,Gross Domestic Product (GDP),GDP_Growth_Rate,Population_Growth_Rate,Exports of goods and services_Growth_Rate,Imports of goods and services_Growth_Rate,Gross capital formation_Growth_Rate,Final consumption expenditure_Growth_Rate,Per capita GNI_Growth_Rate,Manufacturing_Growth_Rate,"Agriculture, hunting, forestry, fishing_Growth_Rate"
8,Albania,1987,7.0,7.0,3237676.0, Lek ,735.0,916600515.0,-97857143.0,254914828.0,367818673.0,1778285714.0,237571429.0,688142857.0,786000000.0,1540714286.0,370532959.0,432850606.0,871576510.0,181171357.0,2471688521.0,43841801.0,203583511.0,2378635906.0,2378194810.0,-0.7881263350937084,0.9525032989016857,1.9053507378614665,1.4527319402430017,-11.711876802627497,4.106381191277619,-1.6064257028112428,4.2944784655226,-3.1221475725672243
8,Albania,1988,6.670000076,6.670000076,3263019.0, Lek ,754.0,899728464.0,-67016491.0,263741825.0,403069861.0,1854872543.0,241079458.0,745277353.0,812293844.0,1613793085.0,454344224.0,453873784.0,914413487.0,198143461.0,2546642928.0,47926819.0,222688872.0,2460631432.0,2460399974.0,3.456620275779687,0.7827528140555096,9.583849485531704,22.61911200185569,8.302708575524754,4.3067786237639405,2.585034013605436,4.856913149383457,-1.8407202182294191
8,Albania,1989,6.1300001139999996,6.1300001139999996,3282182.0, Lek ,896.0,1102604964.0,11745514.0,357300814.0,527545705.0,2126753631.0,268352360.0,966721026.0,954975512.0,1858401270.0,574690891.0,499703014.0,1005124305.0,244331880.0,3042908865.0,59296772.0,274250129.0,2940460558.0,2940586487.0,19.516603725992397,0.5872782230198492,30.881952744167094,26.487993165287826,29.712921251211032,14.657669553955976,18.832891246684348,10.097351205462001,22.548636407261657
8,Albania,1990,7.563052247000001,7.745833397,3295066.0, Lek ,651.0,893978834.0,-225041418.0,206116285.0,319061329.0,1843435632.0,226760300.0,543166947.0,768208365.0,1616675332.0,482884076.0,428491850.0,863176680.0,123685071.0,2255935217.0,29857978.0,139120369.0,2143811317.0,2145751209.0,-27.029821483363158,0.39254374071882037,-39.51968029007079,-15.97499045795734,-43.813475408985255,-13.321618210511,-27.34375,-14.2506973151857,-18.921203587108103
8,Albania,1996,104.4989167,104.4989167,3271331.0, Lek ,1000.0,1165012172.0,-224656056.0,227798422.0,400376915.0,3643259087.0,299411531.0,450950921.0,675606976.0,3343847556.0,1158531989.0,155433263.0,328096576.0,532941766.0,2993497781.0,114349551.0,625299293.0,3271327004.0,3199642024.0,33.72153868454857,-0.3968195973406141,34.126755249364436,40.293410995812806,-10.255063047943269,46.35365706909167,34.77088948787062,-0.3559665572846926,-13.894562073426842
8,Albania,1997,148.9329167,148.9329167,3253719.0, Lek ,699.0,701730328.0,-79353240.0,195239489.0,244393485.0,2573613752.0,231948131.0,379550276.0,458903516.0,2341665620.0,867339328.0,101965734.0,207636030.0,400164094.0,2045982752.0,102111606.0,439101205.0,2274233647.0,2224654241.0,-30.47177702026581,-0.5383741357875449,-38.959146782975736,-25.134624142001137,-15.833351629855086,-29.35957365252294,-30.100000000000005,-34.39902628821477,-39.76626640772986
8,Albania,1998,150.6333333,150.6333333,3232175.0, Lek ,814.0,735433728.0,8883353.0,182956419.0,317812211.0,2865071321.0,273803294.0,559126614.0,550243261.0,2591268027.0,1026883225.0,120689616.0,209136519.0,483100181.0,2251522121.0,143265871.0,497629404.0,2631658032.0,2554868837.0,14.84341206440989,-0.6621346219510604,30.041196065435205,18.394634239391937,47.31292515250338,11.32483725553235,16.452074391988546,18.36291591840058,4.802899155870599
8,Albania,1999,137.69058330000001,137.69058330000001,3208260.0, Lek ,1028.0,835020547.0,24470491.0,276568162.0,584401741.0,3267475751.0,335465679.0,782952374.0,758481882.0,2932010072.0,1204030662.0,146019874.0,256181697.0,627139202.0,2876608289.0,198712208.0,682986473.0,3297165464.0,3221670165.0,26.099239160276323,-0.7399042440461967,83.88272091911534,17.25098167807737,40.031319274671475,14.045180203735663,26.289926289926278,20.987934869226855,13.541236308378824
8,Albania,2008,83.8946041,83.8946041,2951689.0, Lek ,4386.0,2168844594.0,235616171.0,2037763005.0,3259293794.0,12040547080.0,1336949968.0,4608744943.0,4373128772.0,10703597112.0,6717539632.0,643779238.0,1203316881.0,2996891910.0,11167790304.0,1060565779.0,1700408136.0,12946373422.0,12881352058.0,20.64215907872078,-0.8197013256346253,8.062599808171388,14.484522607106221,18.631744700088838,22.248621642535092,18.92624728850325,13.830239867040284,18.415958703748704
8,Albania,2009,94.97811982,94.97811982,2930541.0, Lek ,4045.0,2022753109.0,222689626.0,1801621084.0,3040047675.0,11077313842.0,1338043093.0,4162218022.0,3939528396.0,9739270749.0,6004538213.0,626006894.0,1138813040.0,2887506644.0,10421308345.0,994083408.0,1576531060.0,11852736919.0,12044210390.0,-6.498864903549395,-0.7164711458422568,-6.7267982838370655,-10.614026236682129,-9.688688059820016,-7.999912558790479,-7.774737802097587,-2.760627083161693,-6.735913001980631
8,Albania,2010,103.9364434,103.9364434,2913399.0, Lek ,4053.0,2141585619.0,224250311.0,1541795023.0,3337093931.0,10646796394.0,1330733084.0,3614900557.0,3390650246.0,9316063310.0,5792199783.0,650271788.0,1432486139.0,2852193299.0,10366763682.0,883524370.0,1515179233.0,11807794891.0,11926948284.0,-0.9735972903409218,-0.5849431896704393,9.77110518505273,-3.5362990869186484,-13.149658718190038,-3.8864787451239224,0.19777503090234738,3.8761384631013307,5.874790624286708
8,Albania,2011,100.8949547,100.8949547,2900654.0, Lek ,4445.0,2349589254.0,263921170.0,1639114158.0,3769489314.0,11508145916.0,1414665683.0,4049484804.0,3785563635.0,10093480232.0,6700292885.0,729866711.0,1517139921.0,3121961575.0,11210875731.0,963846253.0,1619224570.0,12894211994.0,12890873323.0,8.081908431623752,-0.4374615354779787,12.957243396215334,15.677862228876084,12.02202495331326,8.090222543237635,9.67184801381693,12.240254685629992,9.712599540947897
8,Albania,2012,108.1846446,108.1846446,2892193.0, Lek ,4228.0,2312028282.0,226668277.0,1403089465.0,3565034751.0,10941405442.0,1336057425.0,3490014921.0,3263346644.0,9605348017.0,5860853444.0,568487378.0,1420420846.0,3079488215.0,10673848869.0,904973760.0,1553848302.0,12228015252.0,12319779604.0,-4.430217446796647,-0.29169283892529485,-5.423932686071009,-12.528399211909969,-13.815828681400822,-4.924689677527027,-4.881889763779523,-22.11079510379259,-1.5986186494535315
8,Albania,2013,105.66867340000002,105.66867340000002,2887014.0, Lek ,4502.0,2499701757.0,252068299.0,1314275450.0,3694430559.0,11633428651.0,1408648401.0,3584066659.0,3331998360.0,10224780250.0,5999410693.0,646455585.0,1632105836.0,3318827935.0,11145194748.0,760640552.0,1619643218.0,12996604091.0,12776280738.0,3.7054326349456934,-0.17906827103170153,3.6295805521588287,2.364113867099804,2.6948806847235884,6.324810945617454,6.480605487227997,13.715028691454956,8.117265539574392
8,Albania,2014,105.4792341,105.4792341,2884102.0, Lek ,4629.0,2644345490.0,200542726.0,1139257957.0,3732084593.0,12201629049.0,1514881006.0,3396310872.0,3195768146.0,10686748043.0,6243048904.0,704512442.0,1705985345.0,3589099093.0,11545800489.0,767259062.0,1699853543.0,13349516607.0,13228240079.0,3.537487554228158,-0.1008654616846294,1.0192107660075278,4.061035716129124,-5.238624302048733,4.884204090177291,2.8209684584629136,8.980795950583364,5.786439626045348
8,Albania,2015,125.9608304,125.9608304,2882481.0, Lek ,3997.0,2252359355.0,160049952.0,1014298531.0,3104918419.0,10453814891.0,1265160158.0,2939996712.0,2779946759.0,9188654733.0,5071011003.0,645808390.0,1463913332.0,3152856863.0,10000934935.0,686048392.0,1431458461.0,11521887903.0,11386924853.0,-13.919578228120544,-0.056204669599069224,-16.804714854972204,-18.773485824355152,-13.435582819051195,-14.324432835820755,-13.653056815726938,-8.332578461403529,-14.823559798912655
8,Albania,2016,124.1408715,124.1408715,2881063.0, Lek ,4184.0,2354478397.0,101520738.0,1055969710.0,3437171634.0,10939772770.0,1336693554.0,2991887689.0,2890366950.0,9603079216.0,5436292088.0,674249335.0,1451747743.0,3285235517.0,10401108956.0,729033065.0,1524644525.0,12053991102.0,11861356451.0,4.1664593744553,-0.04919373276007777,10.700867789853508,7.203318722517071,1.7650011916067854,4.648617601009719,4.678508881661236,4.40392931408029,4.533869862875406
8,Albania,2017,119.09966670000001,119.09966670000001,2879355.0, Lek ,4533.0,2476629502.0,61978387.0,1189692716.0,4110302456.0,11861810894.0,1497060308.0,3261772746.0,3199794360.0,10364750586.0,6070377595.0,801776692.0,1460917055.0,3742770163.0,11372745852.0,818345368.0,1684391048.0,13051517242.0,13019729856.0,9.765943800654785,-0.059283674116117346,19.583858290388754,11.66393373894814,9.020561099009882,8.42831147762495,8.341300191204581,18.913975940369298,5.188032523706343
8,Albania,2018,107.98916670000001,107.98916670000001,2877013.0, Lek ,5262.0,2793252461.0,7211230.0,1361579076.0,4785179295.0,13700540787.0,1710640292.0,3623932162.0,3616720933.0,11989900495.0,6856194805.0,929587981.0,1863618569.0,4315419562.0,13256495580.0,932498045.0,1990127867.0,15137999954.0,15156439968.0,16.411324471646548,-0.08133766069137183,16.41915275638295,12.945112518984914,11.10314679169866,15.501257855409545,16.082064857710133,15.94100829760714,12.784429756017657
8,Albania,2019,109.85083329999999,109.85083329999999,2873883.0, Lek ,5289.0,2832292984.0,107704523.0,1316248701.0,4821429203.0,14069133416.0,1747642730.0,3544359938.0,3436655414.0,12321490685.0,6926959691.0,964192037.0,1857478792.0,4413899903.0,13462115740.0,957851512.0,2084343849.0,15200240140.0,15401826080.0,1.6190220956773915,-0.10879339092315643,0.7575454495065026,1.032130620740146,-2.19574264756891,2.690350948407416,0.5131128848346656,3.7225154269717287,1.397672553594509
8,Albania,2020,108.65,108.65,2866849.0, Lek ,5190.0,2915069419.0,67953663.0,1361325963.0,3435540416.0,13984503733.0,1796557752.0,3510612140.0,3442658478.0,12187945981.0,5636282434.0,913668708.0,1666349989.0,4415668361.0,13264951509.0,885220818.0,2021316958.0,14880072355.0,15131866271.0,-1.7527779342383032,-0.24475596257745869,-28.74435626136892,-18.632665910802682,-0.9521549331991119,-0.601527332904217,-1.8718094157685772,-5.239965386687794,2.9225943596801196
12,Algeria,1971,4.912638337,4.912638337,14110271.0, Algerian Dinar ,382.0,740679497.0,117819903.0,432569406.0,986534285.0,4073370778.0,789525746.0,1742067720.0,1624247817.0,3283845033.0,1409560405.0,630168969.0,1234119718.0,1919922181.0,5653395110.0,276194839.0,1049909470.0,5387317508.0,5363676160.0,4.045598848910581,2.2786165325025642,-13.521329098422319,-0.9084349273314696,2.047291830141007,8.278184170288583,5.817174515235468,3.5117342603158797,8.320000417907124
12,Algeria,1972,4.480514953,4.480514953,14439748.0, Algerian Dinar ,499.0,877592428.0,149573395.0,621134922.0,1460328062.0,5240731774.0,1012732211.0,2244082459.0,2094509063.0,4227999563.0,1734974761.0,807298644.0,2020130649.0,2345015404.0,7431971561.0,329572630.0,1238525528.0,7204774258.0,7176428384.0,33.79682460172988,2.3350153941054774,48.02608324960546,23.08622992286733,28.817177038330065,28.658353477292998,30.628272251308907,28.10828265331484,18.48477398855284
12,Algeria,1973,3.962495412,3.962495412,14786469.0, Algerian Dinar ,624.0,957231511.0,390406170.0,814791285.0,2344366326.0,6286330268.0,1135331755.0,3387806896.0,2997400725.0,5150998513.0,2762591632.0,1076165800.0,3030075045.0,2769319011.0,9441398112.0,445224108.0,1424757152.0,9228147253.0,9229622200.0,28.61024601844615,2.4011568622942736,60.53696337172762,59.229499707978746,50.966239338177544,19.95138349165968,25.05010020040079,33.30454696019531,9.074723124206363
12,Algeria,1974,4.180749999,4.180749999,15153602.0, Algerian Dinar ,869.0,1137400202.0,1204717236.0,1040255332.0,5108013455.0,7575204729.0,1418219129.0,5262360793.0,4057643557.0,6156985600.0,4693985906.0,1110944454.0,6235672504.0,3235771152.0,13506944419.0,600612942.0,1257232286.0,13167725272.0,13259764650.0,43.665302464926455,2.4828983850032182,117.88461122095133,69.91240585933984,55.332371488271505,20.502811752683424,39.262820512820504,3.2317189414493575,18.821851237615594
12,Algeria,1975,3.949408332,3.949408332,15724692.0, Algerian Dinar ,978.0,1748652508.0,954372077.0,1351080446.0,5233153976.0,9987282720.0,2018351761.0,7024899232.0,6070527154.0,7968930959.0,6702778245.0,1296265916.0,5910834763.0,4440967034.0,15656795996.0,712898934.0,1492362310.0,15376900074.0,15555547083.0,17.31390031119444,3.7686749328641467,2.44988628362961,42.7950228063595,33.49330287928056,31.84175315771851,12.54315304948217,16.681433651587408,53.741181417514824
12,Algeria,1976,4.163824999,4.163824999,16500516.0, Algerian Dinar ,1057.0,1774811335.0,110579288.0,1655488366.0,5838077775.0,10856084098.0,2220636673.0,7641632494.0,7531053206.0,8635447425.0,6596991823.0,1592473244.0,7088189291.0,4508454766.0,17675525574.0,777136770.0,1871445046.0,17434653660.0,17750032488.0,14.107413858804495,4.933794569712391,11.559449650712894,-1.5782473794193064,8.779247098529774,8.6990766393364,8.077709611451933,22.85081512549776,1.4959419827738518
12,Algeria,1977,4.146758332,4.146758332,17134192.0, Algerian Dinar ,1203.0,1795192537.0,541021668.0,1946076309.0,6389292999.0,13561822338.0,2794816662.0,9809221484.0,9268199816.0,10767005675.0,8786165938.0,1798582841.0,8417318822.0,5488429290.0,20981697927.0,992694245.0,2341986725.0,20608554600.0,20990939140.0,18.258595606464567,3.8403405081392616,9.441724575174915,33.18442971791449,28.365522572590752,24.923703755191752,13.812677388836336,12.942735319200116,1.1483587916120586
12,Algeria,1978,3.965899999,3.965899999,17632645.0, Algerian Dinar ,1461.0,2362276017.0,919832272.0,2712422505.0,6714630548.0,16517764413.0,3681015846.0,13726504134.0,12806671863.0,12836748567.0,10607537539.0,2387050633.0,9579493643.0,7570734050.0,26962177701.0,1198580803.0,3538670683.0,25755713934.0,26373761387.0,25.64355130134497,2.9091129596306553,5.091917823316594,20.729993194444486,39.93469467877293,21.796053666899162,21.446384039900245,32.71841466433738,31.589006098904026
12,Algeria,1979,3.853266666,3.853266666,18166981.0, Algerian Dinar ,1766.0,2827887802.0,1005277655.0,3372009523.0,10333857716.0,19724272699.0,4536578704.0,14078595559.0,13073317905.0,15187693995.0,10950911501.0,3294995776.0,13449014563.0,7955864541.0,33273187753.0,1474327941.0,4194083383.0,32078309927.0,33201433009.0,25.888122372129494,3.0303791631941746,53.90061511393225,3.2370751528103536,2.5650480381809837,19.412483468261456,20.87611225188226,38.0362749934178,19.71030403091123
12,Algeria,1980,3.837449999,3.837449999,18739378.0, Algerian Dinar ,2190.0,3402335516.0,2193385763.0,4306718391.0,14509037876.0,24124538112.0,5824656461.0,16494804238.0,14301418475.0,18299881651.0,12892043835.0,3865159333.0,18423629877.0,9283944290.0,42252197741.0,1897522894.0,4938046773.0,41033999041.0,42252197741.0,27.260162925939333,3.1507546575845424,40.40291897512323,17.72576039741296,17.16228489464202,22.308885504422626,24.009060022650065,17.30392376078118,20.3136670978858
12,Algeria,1981,4.315808332,4.315808332,19351357.0, Algerian Dinar ,2220.0,3804724130.0,1749922955.0,4654868449.0,15300630155.0,26319048574.0,6106614145.0,16357841155.0,14607918200.0,20212434430.0,13726314621.0,4040029901.0,18643696740.0,10096990987.0,44264573122.0,1817599935.0,5246692882.0,42959376533.0,44264573122.0,4.76277090563566,3.265738062383927,5.45585645144262,6.471206557140907,-0.8303407607861746,9.096590582633413,1.3698630136986356,4.524278378564839,11.826835187408946
12,Algeria,1982,4.592191666000001,4.592191666000001,20000096.0, Algerian Dinar ,2189.0,3543592643.0,1218243809.0,5308298540.0,13954110635.0,27499420402.0,6676797909.0,16785532144.0,15567288335.0,20822622493.0,13152171129.0,4319597411.0,18112759221.0,10652212230.0,45094842770.0,1831352736.0,5646627401.0,43775138307.0,45094842770.0,1.8756978537026736,3.352421228134017,-8.800418717133551,-4.182794201158801,2.614593117437569,4.484857515579277,-1.3963963963963932,6.919936655191594,-6.863348775828326
12,Algeria,1983,4.788799999,4.788799999,20682111.0, Algerian Dinar ,2295.0,3503697628.0,1504366868.0,5956842729.0,13614779000.0,29432572720.0,7244880786.0,18276620517.0,16772253649.0,22187691933.0,12623295026.0,4907804395.0,18990384530.0,12023540668.0,48702201863.0,2207208997.0,6020527311.0,47468092559.0,48702201863.0,7.999493670260338,3.410058631718571,-2.431768271557777,-4.021207584760278,8.883176060241805,7.029792954688618,4.842393787117416,13.617171417459218,-1.1258352474235012
12,Algeria,1984,4.983375,4.983375,21393530.0, Algerian Dinar ,2406.0,3707466303.0,950608187.0,6760124134.0,13552508626.0,33166021272.0,7899758337.0,18505370860.0,17554762673.0,25266262935.0,12386365606.0,6230396503.0,20506122394.0,12312872879.0,52827902259.0,2544334002.0,6996982547.0,51480109635.0,52827902259.0,8.471281047221746,3.439779430639356,-0.4573733734495433,-1.876922146808735,1.2516008787687438,12.684750964576907,4.8366013071895475,26.948753486333676,5.815817933932732
12,Algeria,1985,5.0278,5.0278,22132905.0, Algerian Dinar ,2555.0,4839481907.0,730731542.0,7363605738.0,13619701354.0,36945989457.0,9138530153.0,19181139939.0,18450408397.0,27807459304.0,11858902040.0,6738734042.0,21432962231.0,13505823750.0,57866207279.0,2747012956.0,7977320698.0,56558035302.0,57866207279.0,9.537204402511845,3.4560682598897996,0.4957955007023118,-4.258420773116001,3.651745669473172,11.39711077792498,6.192851205320027,8.158991787364256,30.533402369267606
12,Algeria,1986,4.702316667,4.702316667,22882553.0, Algerian Dinar ,2688.0,5645861026.0,1532034647.0,9424342796.0,8214625194.0,44533265751.0,11248340543.0,23081616935.0,21549582288.0,33284925208.0,10832865515.0,8696839398.0,18947566529.0,1891610734.0,48517385248.0,3271298544.0,9336705618.0,61516696024.0,62922803868.0,8.738427532704506,3.3870294026021375,-39.685717179199166,-8.652036432539756,20.334959279815102,20.536129646305824,5.205479452054784,29.05746604326367,16.66250922094832
12,Algeria,1987,4.849741667,4.849741667,23586101.0, Algerian Dinar ,2663.0,6621903443.0,140975250.0,8783940552.0,9429762060.0,43916010359.0,11958997464.0,19292503244.0,19151527994.0,31957012896.0,8246746872.0,8194108876.0,19399176925.0,16028286455.0,62882780836.0,3215104831.0,8834368629.0,62817437160.0,64333578322.0,2.2420718201934253,3.0746044814143003,14.792359204502015,-23.872895305670195,-16.416153606874683,-1.3860546303773869,-0.9300595238095233,-5.780611771623745,17.287751372291748
12,Algeria,1988,5.914766667,5.914766667,24243018.0, Algerian Dinar ,2342.0,6624848951.0,1008742186.0,7051527804.0,8417298905.0,47233474546.0,11013285315.0,16519643785.0,15510901598.0,36220189231.0,13469697186.0,7482707368.0,17716467503.0,14494271540.0,57218339405.0,2938897562.0,8392326045.0,56780232879.0,58655419182.0,-8.826120492754018,2.7851869200424373,-10.73688973865794,63.33346221324398,-14.372730298036174,7.554111040326172,-12.054074352234323,-8.681865456824077,0.04448128888248082
12,Algeria,1989,7.6085583329999995,7.6085583329999995,24889507.0, Algerian Dinar ,2154.0,6856036315.0,1647624725.0,6591675825.0,10236372185.0,44221412112.0,9304525136.0,16866809381.0,15219184655.0,34916886975.0,15955206263.0,5908156519.0,16915852534.0,11979039671.0,53056747367.0,2651087681.0,8063055342.0,53611800763.0,55344476937.0,-5.644733753801301,2.666701810805905,21.611128469246154,18.452598025613852,2.1015319731968463,-6.376965622265618,-8.027327070879586,-21.042528747463905,3.489700153316
